commander_id,current_name,current_order,proposed_community_order,status,notes
822b7d7c-39bf-4ac5-befb-204ec53a9d3a,"Kydele, Chosen of Kruphix / Tevesh Szat, Doom of Fools","Kydele, Chosen of Kruphix / Tevesh Szat, Doom of Fools",,,
e6ab8083-349d-4aff-9cd5-027d7551e33c,"Kydele, Chosen of Kruphix / Thrasios, Triton Hero","Kydele, Chosen of Kruphix / Thrasios, Triton Hero",,,
c4313b04-68b1-4133-b769-97a2d1e07a93,"Kydele, Chosen of Kruphix / Tymna the Weaver","Kydele, Chosen of Kruphix / Tymna the Weaver",,,
03b8645b-0af8-4a34-be8d-9e27d6fc6eed,"Kydele, Chosen of Kruphix / Vial Smasher the Fierce","Kydele, Chosen of Kruphix / Vial Smasher the Fierce",,,
22f327da-1bf9-4c67-865b-f97d2dd65466,"Kydele, Chosen of Kruphix / Vilis, Broker of Blood","Kydele, Chosen of Kruphix / Vilis, Broker of Blood",,,
681c2e5f-f76b-4c80-8c07-ccd0d3456035,"Kyler, Sigardian Emissary / Leinore, Autumn Sovereign","Kyler, Sigardian Emissary / Leinore, Autumn Sovereign",,,
5359844a-9974-42ea-9575-d82391cb9de6,"Leela, Sevateem Warrior / The Second Doctor","Leela, Sevateem Warrior / The Second Doctor",,,
8a324d93-e978-4511-be21-f32e2c573d4b,"Leonardo, the Balance / Michelangelo, the Heart","Leonardo, the Balance / Michelangelo, the Heart",,,
6fa0ebe5-9632-4399-8b22-c35b8c1f1117,"Leonardo, the Balance / Raphael, the Muscle","Leonardo, the Balance / Raphael, the Muscle",,,
68cbd697-80d1-48c4-a484-258ea8ccc853,"Leonardo, the Balance / Splinter, the Mentor","Leonardo, the Balance / Splinter, the Mentor",,,
1861d08e-4d99-44cb-a313-1fb2d91a8ef0,"Livaan, Cultist of Tiamat / Sword Coast Sailor","Livaan, Cultist of Tiamat / Sword Coast Sailor",,,
510fe233-6abd-4beb-adc6-29175968bf96,"Livio, Oathsworn Sentinel / Tana, the Bloodsower","Livio, Oathsworn Sentinel / Tana, the Bloodsower",,,
72c50a0c-bace-45ac-9a8b-959721c4cc28,"Livio, Oathsworn Sentinel / Thrasios, Triton Hero","Livio, Oathsworn Sentinel / Thrasios, Triton Hero",,,
11381d73-c0e9-4e07-b843-bc9f86d8861f,"Lotho, Corrupt Shirriff / Urza, Lord High Artificer","Lotho, Corrupt Shirriff / Urza, Lord High Artificer",,,
1988bd13-4bf0-4bd3-8541-73a466319c73,"Lucas, the Sharpshooter / Will the Wise","Lucas, the Sharpshooter / Will the Wise",,,
72e77068-8d3a-4a6b-ba35-e225eea60375,"Ludevic, Necro-Alchemist / Tymna the Weaver","Ludevic, Necro-Alchemist / Tymna the Weaver",,,
d213722d-dea8-41ef-916f-8a111f16c2e9,"Lurrus of the Dream-Den / Nadu, Winged Wisdom","Lurrus of the Dream-Den / Nadu, Winged Wisdom",,,
d14181da-9661-4d83-b7c3-001320739b63,"Magda, Brazen Outlaw / Tivit, Seller of Secrets","Magda, Brazen Outlaw / Tivit, Seller of Secrets",,,
9a77e35c-7ad8-4003-a67c-316091a68bae,"Magda, Brazen Outlaw / Urza, Lord High Artificer","Magda, Brazen Outlaw / Urza, Lord High Artificer",,,
2781115b-aa18-4d04-b672-bb008f0458a0,"Malcolm, Keen-Eyed Navigator / Kediss, Emberclaw Familiar","Malcolm, Keen-Eyed Navigator / Kediss, Emberclaw Familiar",,,
40ea2939-a126-4d99-a560-68338fe799d8,"Malcolm, Keen-Eyed Navigator / Reyhan, Last of the Abzan","Malcolm, Keen-Eyed Navigator / Reyhan, Last of the Abzan",,,
133b23f5-e37d-486b-a26d-df0ff2a4b41a,"Malcolm, Keen-Eyed Navigator / Rograkh, Son of Rohgahh","Malcolm, Keen-Eyed Navigator / Rograkh, Son of Rohgahh",,,
85bb8c61-84bf-4e2a-b329-f066a358686e,"Malcolm, Keen-Eyed Navigator / Sakashima of a Thousand Faces","Malcolm, Keen-Eyed Navigator / Sakashima of a Thousand Faces",,,
f3f47f27-eae9-4cdd-9d5e-4d054774ff7d,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower","Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",,,
21f9ad65-9aef-4f53-ad52-cf2add683935,"Malcolm, Keen-Eyed Navigator / Tevesh Szat, Doom of Fools","Malcolm, Keen-Eyed Navigator / Tevesh Szat, Doom of Fools",,,
34803115-6934-4cf6-b804-406972b1e5c9,"Malcolm, Keen-Eyed Navigator / Thrasios, Triton Hero","Malcolm, Keen-Eyed Navigator / Thrasios, Triton Hero",,,
2bace482-15da-40a3-9f5b-c9c7c3a9d32f,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver","Malcolm, Keen-Eyed Navigator / Tymna the Weaver",,,
5f5eb915-51bd-4574-89d5-77b529b0b0a5,"Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce","Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce",,,
0cf4ee88-49c1-4f34-b87e-0ca9d273d567,"Master Chef / Vhal, Candlekeep Researcher","Master Chef / Vhal, Candlekeep Researcher",,,
01582ce0-6bf6-4b64-b13e-e93b23946c85,"Master Chef / Volo, Itinerant Scholar","Master Chef / Volo, Itinerant Scholar",,,
875cd901-2b80-4d22-8807-a62f523b387a,"Max, the Daredevil / Will the Wise","Max, the Daredevil / Will the Wise",,,
